,VSHI4BTF,VSPUR1015LM,VSTPE10,VPOLSHI17C,XDINP,VDINCH,VDAMO,VAMMO,VCRAYVALLACSLT,VHAKUENKACCRS,VXL10,VOMNYA5ML,VCAT850,XTITAN2,VDIDP
Standard,237.8,0,0,118.9,241.8,0,14.9,0,19.5,780,65,260,3.3,13,29.3
